"","Results","on","group"
"1",0.824883576925135,1,"1"
"2",0.896408942954425,1,"1"
"3",0.70791353573247,1,"1"
"4",0.803054435444519,1,"1"
"5",0.699023383419625,1,"1"
"6",0.29091524207737,1,"2"
"7",0.296346642250833,1,"2"
"8",0.317947069025683,1,"2"
"9",0.320400738959052,1,"2"
"10",0.289728434502497,1,"2"
"11",0.305383704292092,1,"3"
"12",0.27421547688906,1,"3"
"13",0.304821237853157,1,"3"
"14",0.29225620197179,1,"3"
"15",0.304096177098547,1,"3"
"16",0.266051635620067,0,"4"
"17",0.274305374700259,0,"4"
"18",0.306438977771306,0,"4"
"19",0.313401821786966,0,"4"
"20",0.274731345457516,0,"4"
