"","Results","on","group"
"1",0.782227539911796,1,"1"
"2",0.803401908956931,1,"1"
"3",0.705429324596626,1,"1"
"4",0.8414922239563,1,"1"
"5",0.695457355499213,1,"1"
"6",0.658945572596606,1,"1"
"7",0.808078437686596,1,"1"
"8",0.59587089064846,1,"1"
"9",0.74525836988866,1,"1"
"10",0.903380721745129,1,"1"
"11",0.828431703305002,1,"1"
"12",0.737558089914852,1,"1"
"13",0.769698572231919,1,"1"
"14",0.691456484351487,1,"1"
"15",0.618681566989248,1,"1"
"16",0.750578053533103,1,"1"
"17",0.807799831182203,1,"1"
"18",0.735007432483365,1,"1"
"19",0.686328887734938,1,"1"
"20",0.717619622422593,1,"1"
"21",0.737754740591072,1,"1"
"22",0.875571932853685,1,"1"
"23",0.728849500907574,1,"1"
"24",0.717343085165352,1,"1"
"25",0.647013947721804,1,"1"
"26",0.781130152372914,1,"1"
"27",0.728556746089951,1,"1"
"28",0.68192155085692,1,"1"
"29",0.780552300604757,1,"1"
"30",0.75054785545009,1,"1"
"31",0.285450394942918,0,"2"
"32",0.296381916829079,0,"2"
"33",0.290369458112113,0,"2"
"34",0.302102634266015,0,"2"
"35",0.31363737899958,0,"2"
"36",0.286894375277762,0,"2"
"37",0.270302578924425,0,"2"
"38",0.274090048636961,0,"2"
"39",0.237898675870206,0,"2"
"40",0.308289452297228,0,"2"
"41",0.312577541207266,0,"2"
"42",0.328524603581943,0,"2"
"43",0.266370959462615,0,"2"
"44",0.316636440696903,0,"2"
"45",0.248839312747185,0,"2"
"46",0.310032321657748,0,"2"
"47",0.34713857721813,0,"2"
"48",0.290628664037245,0,"2"
"49",0.323541041494959,0,"2"
"50",0.290179923731576,0,"2"
"51",0.26077524987432,0,"2"
"52",0.2655105034438,0,"2"
"53",0.26065391247772,0,"2"
"54",0.320810031955615,0,"2"
"55",0.259138682074638,0,"2"
"56",0.27469971315229,0,"2"
"57",0.295753290429514,0,"2"
"58",0.320539332142029,0,"2"
"59",0.283664913435143,0,"2"
"60",0.296448215187425,0,"2"
"61",0.257584921102593,0,"3"
"62",0.302371271966618,0,"3"
"63",0.332729565461091,0,"3"
"64",0.326965386457024,0,"3"
"65",0.229816441571536,0,"3"
"66",0.301941418952827,0,"3"
"67",0.264439905414615,0,"3"
"68",0.239938167282887,0,"3"
"69",0.295630923469711,0,"3"
"70",0.279840223803451,0,"3"
"71",0.286755305944589,0,"3"
"72",0.312873349152565,0,"3"
"73",0.314944594020911,0,"3"
"74",0.261914840700152,0,"3"
"75",0.305721113042029,0,"3"
"76",0.230307891421177,0,"3"
"77",0.271556530616753,0,"3"
"78",0.275203075342151,0,"3"
"79",0.274914960650342,0,"3"
"80",0.295211697231651,0,"3"
"81",0.234016312594362,0,"3"
"82",0.239139194229083,0,"3"
"83",0.313100120759662,0,"3"
"84",0.268784827011868,0,"3"
"85",0.254589627202117,0,"3"
"86",0.277204877234989,0,"3"
"87",0.299587531470327,0,"3"
"88",0.291194040235511,0,"3"
"89",0.292005779210332,0,"3"
"90",0.318072224989797,0,"3"
"91",0.673246409953294,1,"4"
"92",0.588323813990564,1,"4"
"93",0.63286669253629,1,"4"
"94",0.751562932963211,1,"4"
"95",0.709877903468455,1,"4"
"96",0.607923403648521,1,"4"
"97",0.636163815274905,1,"4"
"98",0.758545386932104,1,"4"
"99",0.737677741373934,1,"4"
"100",0.590285986842125,1,"4"
"101",0.670377992895617,1,"4"
"102",0.71115641494871,1,"4"
"103",0.665955608038384,1,"4"
"104",0.794200223426324,1,"4"
"105",0.71076844449437,1,"4"
"106",0.647167188318909,1,"4"
"107",0.777462393518384,1,"4"
"108",0.812212436415085,1,"4"
"109",0.588682005071804,1,"4"
"110",0.702103610347948,1,"4"
"111",0.630586121682205,1,"4"
"112",0.791645775642741,1,"4"
"113",0.731200333354938,1,"4"
"114",0.698294993669289,1,"4"
"115",0.668663922762276,1,"4"
"116",0.707660713132344,1,"4"
"117",0.721150152493466,1,"4"
"118",0.680858543767005,1,"4"
"119",0.670594342997202,1,"4"
"120",0.632229247600454,1,"4"
