"","Results","on","group"
"1",0.716192011695267,1,"1"
"2",0.780272473674612,1,"1"
"3",0.834013204638801,1,"1"
"4",0.784673408220557,1,"1"
"5",0.71885096069075,1,"1"
"6",0.274373711039082,0,"2"
"7",0.284088286867401,0,"2"
"8",0.287487490247496,0,"2"
"9",0.283188672469781,0,"2"
"10",0.270303956026517,0,"2"
"11",0.740738679528202,1,"3"
"12",0.66762334397018,1,"3"
"13",0.750983219420701,1,"3"
"14",0.815239178236682,1,"3"
"15",0.835326397577181,1,"3"
"16",0.818362539210677,1,"4"
"17",0.668098583526434,1,"4"
"18",0.874037085966695,1,"4"
"19",0.6934956969978,1,"4"
"20",0.753950839307225,1,"4"
