"","Results","on","group"
"1",0.316268874322868,0,"1"
"2",0.357196007967384,0,"1"
"3",0.265338643841621,0,"1"
"4",0.307904847344881,0,"1"
"5",0.332246950493699,0,"1"
"6",0.273114266936392,0,"1"
"7",0.294634347341181,0,"1"
"8",0.305096113413038,0,"1"
"9",0.322406768896587,0,"1"
"10",0.249972371669205,0,"1"
"11",0.248685403261364,0,"1"
"12",0.288891166269013,0,"1"
"13",0.305269281067696,0,"1"
"14",0.266977274058664,0,"1"
"15",0.27593955751582,0,"1"
"16",0.315423797377286,0,"1"
"17",0.330379272197894,0,"1"
"18",0.297806734327355,0,"1"
"19",0.28191759853949,0,"1"
"20",0.305391016155698,0,"1"
"21",0.290125288093325,0,"1"
"22",0.322579635050478,0,"1"
"23",0.29610487480651,0,"1"
"24",0.246947741391211,0,"1"
"25",0.23912686780568,0,"1"
"26",0.260210488443942,0,"1"
"27",0.368520236679601,0,"1"
"28",0.272984964009609,0,"1"
"29",0.28386485294896,0,"1"
"30",0.28608661061562,0,"1"
"31",0.811628197624346,1,"2"
"32",0.687862421048152,1,"2"
"33",0.656467775730127,1,"2"
"34",0.749689074825072,1,"2"
"35",0.763529913022757,1,"2"
"36",0.685060376975219,1,"2"
"37",0.93030205220099,1,"2"
"38",0.723001086254431,1,"2"
"39",0.659709247011307,1,"2"
"40",0.785415429849204,1,"2"
"41",0.591468134530321,1,"2"
"42",0.708199987545558,1,"2"
"43",0.741152071173424,1,"2"
"44",0.689064601167335,1,"2"
"45",0.833374202707209,1,"2"
"46",0.699849531994498,1,"2"
"47",0.818146059593607,1,"2"
"48",0.623645822131756,1,"2"
"49",0.835717180966,1,"2"
"50",0.582476142311324,1,"2"
"51",0.735636120748668,1,"2"
"52",0.76755661321454,1,"2"
"53",0.686969658162948,1,"2"
"54",0.618071862836674,1,"2"
"55",0.759066762856943,1,"2"
"56",0.737588530888347,1,"2"
"57",0.788254807339318,1,"2"
"58",0.846211011696168,1,"2"
"59",0.650431344285013,1,"2"
"60",0.770198340178924,1,"2"
"61",0.650805854725462,1,"3"
"62",0.830298561655993,1,"3"
"63",0.704942782172599,1,"3"
"64",0.793542263475393,1,"3"
"65",0.78813485715231,1,"3"
"66",0.67928912461682,1,"3"
"67",0.585066640108638,1,"3"
"68",0.69759685130376,1,"3"
"69",0.788591596305375,1,"3"
"70",0.794922047924857,1,"3"
"71",0.821338651939476,1,"3"
"72",0.653960575303425,1,"3"
"73",0.716966886974197,1,"3"
"74",0.775423447315474,1,"3"
"75",0.679923748718976,1,"3"
"76",0.687069623674367,1,"3"
"77",0.767473559251056,1,"3"
"78",0.696109507345461,1,"3"
"79",0.747593326210948,1,"3"
"80",0.743563856699195,1,"3"
"81",0.778404455857087,1,"3"
"82",0.682752309073209,1,"3"
"83",0.86319152183564,1,"3"
"84",0.703782673728039,1,"3"
"85",0.704682335805494,1,"3"
"86",0.724030488433642,1,"3"
"87",0.738605052627795,1,"3"
"88",0.725450590121523,1,"3"
"89",0.719648638813156,1,"3"
"90",0.700977102542971,1,"3"
"91",0.905919151540278,1,"4"
"92",0.67308149852609,1,"4"
"93",0.747783429585963,1,"4"
"94",0.71701569762678,1,"4"
"95",0.75443756992249,1,"4"
"96",0.737275448968387,1,"4"
"97",0.847288246818058,1,"4"
"98",0.763697021201957,1,"4"
"99",0.616301576455106,1,"4"
"100",0.795348453083898,1,"4"
"101",0.725270806126122,1,"4"
"102",0.823650732180197,1,"4"
"103",0.736053817240311,1,"4"
"104",0.789644734358826,1,"4"
"105",0.800687942409084,1,"4"
"106",0.650926877951392,1,"4"
"107",0.839250403106739,1,"4"
"108",0.775567270901694,1,"4"
"109",0.704548551536547,1,"4"
"110",0.72325624508635,1,"4"
"111",0.635691568343248,1,"4"
"112",0.721543731214941,1,"4"
"113",0.882031935168465,1,"4"
"114",0.792947714225903,1,"4"
"115",0.748957922916939,1,"4"
"116",0.674037164310529,1,"4"
"117",0.80540970488052,1,"4"
"118",0.583576272194395,1,"4"
"119",0.753096450289504,1,"4"
"120",0.727299249265826,1,"4"
