"","Results","on","group"
"1",0.693177792367603,1,"1"
"2",0.773187522229966,1,"1"
"3",0.663692140945924,1,"1"
"4",0.744813615225496,1,"1"
"5",0.687245838862963,1,"1"
"6",0.28604682354716,0,"2"
"7",0.333188001139322,0,"2"
"8",0.26097446487388,0,"2"
"9",0.250777994539277,0,"2"
"10",0.30005021756367,0,"2"
"11",0.294295103227456,0,"3"
"12",0.276452591226493,0,"3"
"13",0.300724532902719,0,"3"
"14",0.249474594410533,0,"3"
"15",0.262301089497256,0,"3"
"16",0.33468546502213,0,"4"
"17",0.309625462756733,0,"4"
"18",0.305839310767333,0,"4"
"19",0.334452248478565,0,"4"
"20",0.288943749768084,0,"4"
