"","Results","on","group"
"1",0.316196400445161,0,"1"
"2",0.327750232334602,0,"1"
"3",0.326845515254357,0,"1"
"4",0.294611136754164,0,"1"
"5",0.259737433214788,0,"1"
"6",0.675105401747009,1,"2"
"7",0.777008476582436,1,"2"
"8",0.737237218547992,1,"2"
"9",0.689404948906416,1,"2"
"10",0.618265213759999,1,"2"
"11",0.666245212123937,1,"3"
"12",0.726274685484913,1,"3"
"13",0.783875976433887,1,"3"
"14",0.752623008406954,1,"3"
"15",0.835239739009032,1,"3"
"16",0.751429950562425,1,"4"
"17",0.77986477599527,1,"4"
"18",0.706202292413937,1,"4"
"19",0.677743441671908,1,"4"
"20",0.739699447479347,1,"4"
