"","Results","on","group"
"1",0.268991387270111,0,"1"
"2",0.252573936701957,0,"1"
"3",0.248138952348657,0,"1"
"4",0.317057140388981,0,"1"
"5",0.265021479275553,0,"1"
"6",0.732877627988746,1,"2"
"7",0.689064345769712,1,"2"
"8",0.600467950544863,1,"2"
"9",0.875002297807832,1,"2"
"10",0.77394905494951,1,"2"
"11",0.715537865250907,1,"3"
"12",0.801675322551858,1,"3"
"13",0.715502759517877,1,"3"
"14",0.710850290880265,1,"3"
"15",0.639179787425452,1,"3"
"16",0.720499226417842,1,"4"
"17",0.682709155911693,1,"4"
"18",0.737119841259462,1,"4"
"19",0.65609812784777,1,"4"
"20",0.654753283280509,1,"4"
