"","Results","on","group"
"1",0.201884407541401,0,"1"
"2",0.277280519924341,0,"1"
"3",0.271344828168002,0,"1"
"4",0.306137597036206,0,"1"
"5",0.27332071614603,0,"1"
"6",0.284398013704611,0,"1"
"7",0.274870197290636,0,"1"
"8",0.309995446713087,0,"1"
"9",0.251024387107767,0,"1"
"10",0.253949875070088,0,"1"
"11",0.29954332070374,0,"1"
"12",0.305128060406242,0,"1"
"13",0.289226795003231,0,"1"
"14",0.324489186344012,0,"1"
"15",0.280214952567138,0,"1"
"16",0.268928597604595,0,"1"
"17",0.292612133428849,0,"1"
"18",0.258236379499527,0,"1"
"19",0.237893181093132,0,"1"
"20",0.284902554423788,0,"1"
"21",0.300707753832043,0,"1"
"22",0.276948929209268,0,"1"
"23",0.302288216668376,0,"1"
"24",0.263605755694493,0,"1"
"25",0.329537128136843,0,"1"
"26",0.298382123434416,0,"1"
"27",0.258537467240834,0,"1"
"28",0.372808388916753,0,"1"
"29",0.31427620089546,0,"1"
"30",0.317589030906862,0,"1"
"31",0.672455985731243,1,"2"
"32",0.821798254065349,1,"2"
"33",0.721585712350486,1,"2"
"34",0.720454230444856,1,"2"
"35",0.81611641479707,1,"2"
"36",0.705157400752054,1,"2"
"37",0.641675397790305,1,"2"
"38",0.82135000505067,1,"2"
"39",0.655276915016491,1,"2"
"40",0.695403274322,1,"2"
"41",0.753421118471861,1,"2"
"42",0.840578750770171,1,"2"
"43",0.691877439171145,1,"2"
"44",0.807463547972767,1,"2"
"45",0.715861527537007,1,"2"
"46",0.653641443090564,1,"2"
"47",0.742734228523649,1,"2"
"48",0.725520657979949,1,"2"
"49",0.771896381027818,1,"2"
"50",0.657770195304711,1,"2"
"51",0.683852485668832,1,"2"
"52",0.724210742612406,1,"2"
"53",0.663289385573537,1,"2"
"54",0.69649022417431,1,"2"
"55",0.728381920414075,1,"2"
"56",0.78157295934774,1,"2"
"57",0.687209007557695,1,"2"
"58",0.823975171914506,1,"2"
"59",0.713518728944123,1,"2"
"60",0.719188289693719,1,"2"
"61",0.651182997632013,1,"3"
"62",0.659552124125229,1,"3"
"63",0.751590284563782,1,"3"
"64",0.637563502508082,1,"3"
"65",0.722998821586065,1,"3"
"66",0.798205951245457,1,"3"
"67",0.670499894590758,1,"3"
"68",0.761127019077948,1,"3"
"69",0.695765410173103,1,"3"
"70",0.639047485078658,1,"3"
"71",0.82727190804395,1,"3"
"72",0.668088511464227,1,"3"
"73",0.616786805208252,1,"3"
"74",0.893246497400703,1,"3"
"75",0.895909991768992,1,"3"
"76",0.602240196932082,1,"3"
"77",0.805730623908658,1,"3"
"78",0.854218641840004,1,"3"
"79",0.819291352049137,1,"3"
"80",0.770542797916728,1,"3"
"81",0.909775699337236,1,"3"
"82",0.668509185221826,1,"3"
"83",0.759291665246905,1,"3"
"84",0.737233754789705,1,"3"
"85",0.856613261727498,1,"3"
"86",0.708547300827254,1,"3"
"87",0.616276922125897,1,"3"
"88",0.767248104770817,1,"3"
"89",0.847552672672343,1,"3"
"90",0.676426885301362,1,"3"
"91",0.274700675951293,0,"4"
"92",0.271148555622927,0,"4"
"93",0.252675590316112,0,"4"
"94",0.244907912277065,0,"4"
"95",0.267345154328938,0,"4"
"96",0.291469162982394,0,"4"
"97",0.296533490118326,0,"4"
"98",0.275159174928603,0,"4"
"99",0.317855620024867,0,"4"
"100",0.281827701539197,0,"4"
"101",0.263898389880622,0,"4"
"102",0.286056042783419,0,"4"
"103",0.316239341102361,0,"4"
"104",0.305556844686912,0,"4"
"105",0.279297683557099,0,"4"
"106",0.260883173946748,0,"4"
"107",0.331098445226116,0,"4"
"108",0.344347738255509,0,"4"
"109",0.267482986246689,0,"4"
"110",0.291969510060348,0,"4"
"111",0.285252695256144,0,"4"
"112",0.267280470213141,0,"4"
"113",0.308207715972118,0,"4"
"114",0.22993460641254,0,"4"
"115",0.274040312745503,0,"4"
"116",0.291463581684649,0,"4"
"117",0.303665753613028,0,"4"
"118",0.301482671511317,0,"4"
"119",0.298169532311988,0,"4"
"120",0.325734422293803,0,"4"
