"","Results","on","group"
"1",0.309853641541008,0,"1"
"2",0.314932089446446,0,"1"
"3",0.252582995935496,0,"1"
"4",0.283755771740386,0,"1"
"5",0.353215609956609,0,"1"
"6",0.320466543709286,0,"2"
"7",0.263134427864348,0,"2"
"8",0.200881829513252,0,"2"
"9",0.294383317044157,0,"2"
"10",0.276285794097241,0,"2"
"11",0.264692772124865,0,"3"
"12",0.293329062349216,0,"3"
"13",0.334559849603197,0,"3"
"14",0.284926714408994,0,"3"
"15",0.284872766975845,0,"3"
"16",0.849806495660789,1,"4"
"17",0.707032812313979,1,"4"
"18",0.68848289485956,1,"4"
"19",0.745070906639512,1,"4"
"20",0.608189490189926,1,"4"
