"","Results","on","group"
"1",0.301079996818077,0,"1"
"2",0.309041931152935,0,"1"
"3",0.313784776344912,0,"1"
"4",0.331981776774693,0,"1"
"5",0.233289461648152,0,"1"
"6",0.297470466128179,0,"1"
"7",0.270690543909801,0,"1"
"8",0.296867931385602,0,"1"
"9",0.336532530677502,0,"1"
"10",0.293334667544864,0,"1"
"11",0.305490010922247,0,"1"
"12",0.290812077891479,0,"1"
"13",0.265244892606385,0,"1"
"14",0.279361215833457,0,"1"
"15",0.255888645058023,0,"1"
"16",0.250196717599039,0,"1"
"17",0.29879344569468,0,"1"
"18",0.335267928099666,0,"1"
"19",0.286533486782883,0,"1"
"20",0.281632496373322,0,"1"
"21",0.289618237520094,0,"1"
"22",0.328796370822011,0,"1"
"23",0.297895914492753,0,"1"
"24",0.319328088494803,0,"1"
"25",0.373177950555171,0,"1"
"26",0.330344198878264,0,"1"
"27",0.301923835659089,0,"1"
"28",0.341958603509119,0,"1"
"29",0.291578654717244,0,"1"
"30",0.314611179563565,0,"1"
"31",0.683543743049554,1,"2"
"32",0.654517950681677,1,"2"
"33",0.710933963217947,1,"2"
"34",0.641587238495424,1,"2"
"35",0.821182562094771,1,"2"
"36",0.683406086815341,1,"2"
"37",0.899663137354949,1,"2"
"38",0.833146932477072,1,"2"
"39",0.883119717007484,1,"2"
"40",0.588186821283952,1,"2"
"41",0.706145120619672,1,"2"
"42",0.782295446055491,1,"2"
"43",0.737384162918467,1,"2"
"44",0.5536550433143,1,"2"
"45",0.783224617577799,1,"2"
"46",0.659590404985729,1,"2"
"47",0.764341594832255,1,"2"
"48",0.885942933985254,1,"2"
"49",0.775749367948884,1,"2"
"50",0.645905374647436,1,"2"
"51",0.770132091546169,1,"2"
"52",0.687551095427608,1,"2"
"53",0.802844889626238,1,"2"
"54",0.808408698526412,1,"2"
"55",0.70851182821804,1,"2"
"56",0.899903716671052,1,"2"
"57",0.76617151782463,1,"2"
"58",0.78866614085604,1,"2"
"59",0.8048385057431,1,"2"
"60",0.879015392427866,1,"2"
"61",0.825163411541671,1,"3"
"62",0.759552030836305,1,"3"
"63",0.767966781184174,1,"3"
"64",0.726002205404098,1,"3"
"65",0.836781514415384,1,"3"
"66",0.743226880728387,1,"3"
"67",0.730304759638806,1,"3"
"68",0.746417724508129,1,"3"
"69",0.676230924618073,1,"3"
"70",0.790412991180029,1,"3"
"71",0.730997483008679,1,"3"
"72",0.639412498790607,1,"3"
"73",0.76050129911799,1,"3"
"74",0.790156882508736,1,"3"
"75",0.67127444660098,1,"3"
"76",0.731011423594484,1,"3"
"77",0.637035501060295,1,"3"
"78",0.678948685380537,1,"3"
"79",0.80270160395202,1,"3"
"80",0.646590720526875,1,"3"
"81",0.749233047634194,1,"3"
"82",0.815280949847041,1,"3"
"83",0.722184923825013,1,"3"
"84",0.71669990674146,1,"3"
"85",0.666901042246299,1,"3"
"86",0.770572085616332,1,"3"
"87",0.669552456266508,1,"3"
"88",0.728985516572826,1,"3"
"89",0.755174448126745,1,"3"
"90",0.707445903026082,1,"3"
"91",0.706718209999173,1,"4"
"92",0.829700749778918,1,"4"
"93",0.846847922359785,1,"4"
"94",0.913146629808326,1,"4"
"95",0.70255176101652,1,"4"
"96",0.784855555031152,1,"4"
"97",0.7756396851177,1,"4"
"98",0.685975370842102,1,"4"
"99",0.70520108557362,1,"4"
"100",0.748273309992873,1,"4"
"101",0.705581338551928,1,"4"
"102",0.761195498249483,1,"4"
"103",0.686587922059679,1,"4"
"104",0.923243075208313,1,"4"
"105",0.645256105834711,1,"4"
"106",0.79304770569491,1,"4"
"107",0.728871835386793,1,"4"
"108",0.811487047612313,1,"4"
"109",0.886698254093363,1,"4"
"110",0.829606058068118,1,"4"
"111",0.690065673586067,1,"4"
"112",0.747561744581748,1,"4"
"113",0.681654727862336,1,"4"
"114",0.633014373425008,1,"4"
"115",0.884960948954915,1,"4"
"116",0.767252904434028,1,"4"
"117",0.756264646448905,1,"4"
"118",0.696288266786978,1,"4"
"119",0.760516999437006,1,"4"
"120",0.732772917529839,1,"4"
