"","Results","on","group"
"1",0.326461963622617,0,"1"
"2",0.272226812000829,0,"1"
"3",0.293597873846006,0,"1"
"4",0.278276391588493,0,"1"
"5",0.291756041232148,0,"1"
"6",0.315679325816735,0,"1"
"7",0.261948724644426,0,"1"
"8",0.321430481554958,0,"1"
"9",0.281200399880793,0,"1"
"10",0.266295700516438,0,"1"
"11",0.301827199112858,0,"1"
"12",0.280637498687453,0,"1"
"13",0.271169943693013,0,"1"
"14",0.250999550398412,0,"1"
"15",0.294220311403231,0,"1"
"16",0.340933981158741,0,"1"
"17",0.240038511165735,0,"1"
"18",0.24805540922018,0,"1"
"19",0.32318699018624,0,"1"
"20",0.294908031373268,0,"1"
"21",0.243456054307122,0,"1"
"22",0.291001912490867,0,"1"
"23",0.273643356535661,0,"1"
"24",0.306479136940552,0,"1"
"25",0.27234505430605,0,"1"
"26",0.326607517184265,0,"1"
"27",0.279181186297001,0,"1"
"28",0.269424009024246,0,"1"
"29",0.289335475373798,0,"1"
"30",0.287693522460876,0,"1"
"31",0.717574166033683,1,"2"
"32",0.698016945864324,1,"2"
"33",0.762566542473761,1,"2"
"34",0.783163085112172,1,"2"
"35",0.734346805174419,1,"2"
"36",0.741825398885138,1,"2"
"37",0.643138102862229,1,"2"
"38",0.731396090484176,1,"2"
"39",0.549737920671362,1,"2"
"40",0.723921431476572,1,"2"
"41",0.767333392840102,1,"2"
"42",0.82341233778453,1,"2"
"43",0.838959847091689,1,"2"
"44",0.767804381016272,1,"2"
"45",0.69697974631151,1,"2"
"46",0.821199028103716,1,"2"
"47",0.803202073390651,1,"2"
"48",0.7757162908508,1,"2"
"49",0.72921422882162,1,"2"
"50",0.811338730816164,1,"2"
"51",0.7962817041167,1,"2"
"52",0.67853585450323,1,"2"
"53",0.77446837259511,1,"2"
"54",0.915267427359649,1,"2"
"55",0.722352235447288,1,"2"
"56",0.700730315516685,1,"2"
"57",0.77458798637817,1,"2"
"58",0.82560844221951,1,"2"
"59",0.65088511344487,1,"2"
"60",0.842982169684047,1,"2"
"61",0.287283932767478,0,"3"
"62",0.28488166831864,0,"3"
"63",0.313914752736848,0,"3"
"64",0.275363894786684,0,"3"
"65",0.318411820456092,0,"3"
"66",0.304094774996412,0,"3"
"67",0.322965641635516,0,"3"
"68",0.283719223481203,0,"3"
"69",0.281107574214991,0,"3"
"70",0.252191760679385,0,"3"
"71",0.256303244546891,0,"3"
"72",0.283363784655083,0,"3"
"73",0.253128711298004,0,"3"
"74",0.307110114995945,0,"3"
"75",0.238552807139362,0,"3"
"76",0.314708281952279,0,"3"
"77",0.257791158538652,0,"3"
"78",0.272446060753189,0,"3"
"79",0.256192071549969,0,"3"
"80",0.287836388439342,0,"3"
"81",0.303404948069789,0,"3"
"82",0.299503145991968,0,"3"
"83",0.29935836236378,0,"3"
"84",0.304597721291435,0,"3"
"85",0.269919700012885,0,"3"
"86",0.282613217573445,0,"3"
"87",0.357651905432181,0,"3"
"88",0.297940155804605,0,"3"
"89",0.30911624454151,0,"3"
"90",0.273774930730327,0,"3"
"91",0.244607031714264,0,"4"
"92",0.25345875130564,0,"4"
"93",0.345775772722197,0,"4"
"94",0.293255721154943,0,"4"
"95",0.256943791130761,0,"4"
"96",0.273139415453431,0,"4"
"97",0.279029392809017,0,"4"
"98",0.334966808840374,0,"4"
"99",0.291148035802665,0,"4"
"100",0.293450332539742,0,"4"
"101",0.28087489539387,0,"4"
"102",0.293532402017798,0,"4"
"103",0.303172162366625,0,"4"
"104",0.288115747090293,0,"4"
"105",0.281817644175999,0,"4"
"106",0.290274091878753,0,"4"
"107",0.286610236500674,0,"4"
"108",0.259485723570547,0,"4"
"109",0.273674110558755,0,"4"
"110",0.264267088920545,0,"4"
"111",0.261484601533861,0,"4"
"112",0.240436699683592,0,"4"
"113",0.333450940286219,0,"4"
"114",0.296161500161576,0,"4"
"115",0.308987578981534,0,"4"
"116",0.304776186903966,0,"4"
"117",0.263609918426082,0,"4"
"118",0.282339893914978,0,"4"
"119",0.25062786228201,0,"4"
"120",0.235870118980099,0,"4"
