"","Results","on","group"
"1",0.758691703850864,1,"1"
"2",0.786811977632883,1,"1"
"3",0.837745798271217,1,"1"
"4",0.740633098530393,1,"1"
"5",0.795287615373083,1,"1"
"6",0.788843707895234,1,"1"
"7",0.789355203954248,1,"1"
"8",0.740625933228918,1,"1"
"9",0.655607981324347,1,"1"
"10",0.675874227402075,1,"1"
"11",0.620368757430942,1,"1"
"12",0.779873206900658,1,"1"
"13",0.608773090304585,1,"1"
"14",0.850775787132669,1,"1"
"15",0.727511935542898,1,"1"
"16",0.703205509037049,1,"1"
"17",0.797683254695092,1,"1"
"18",0.713481331021246,1,"1"
"19",0.842280942362496,1,"1"
"20",0.633243274803951,1,"1"
"21",0.794199182632965,1,"1"
"22",0.839048560822565,1,"1"
"23",0.889253278979668,1,"1"
"24",0.841198296449296,1,"1"
"25",0.80708857773538,1,"1"
"26",0.667657306817534,1,"1"
"27",0.807888643431461,1,"1"
"28",0.807630072820421,1,"1"
"29",0.615223756066183,1,"1"
"30",0.669316307991841,1,"1"
"31",0.26814927371064,0,"2"
"32",0.284625278619464,0,"2"
"33",0.267452125341205,0,"2"
"34",0.329519688330814,0,"2"
"35",0.278872891825194,0,"2"
"36",0.272316737574077,0,"2"
"37",0.30095667211496,0,"2"
"38",0.27359085033411,0,"2"
"39",0.250087677450341,0,"2"
"40",0.270092203394388,0,"2"
"41",0.2903752995743,0,"2"
"42",0.273331514952789,0,"2"
"43",0.252870959542119,0,"2"
"44",0.310435802153586,0,"2"
"45",0.260588460375888,0,"2"
"46",0.220435392792044,0,"2"
"47",0.306841603631227,0,"2"
"48",0.312442003583964,0,"2"
"49",0.298374981097983,0,"2"
"50",0.306012627161727,0,"2"
"51",0.250528500298375,0,"2"
"52",0.320085721607523,0,"2"
"53",0.303630009266644,0,"2"
"54",0.303109197034191,0,"2"
"55",0.300324943022913,0,"2"
"56",0.318635452593589,0,"2"
"57",0.240218362067081,0,"2"
"58",0.283768991362593,0,"2"
"59",0.288903832208218,0,"2"
"60",0.321973757752255,0,"2"
"61",0.337746836456678,0,"3"
"62",0.268293151146807,0,"3"
"63",0.307048930081091,0,"3"
"64",0.279061252709719,0,"3"
"65",0.276014345584512,0,"3"
"66",0.283832223726342,0,"3"
"67",0.278858487341533,0,"3"
"68",0.2839424460406,0,"3"
"69",0.283266524941308,0,"3"
"70",0.264019105034828,0,"3"
"71",0.269554710754792,0,"3"
"72",0.303772361403034,0,"3"
"73",0.293720958084614,0,"3"
"74",0.267881615174644,0,"3"
"75",0.265206533718587,0,"3"
"76",0.301688455702716,0,"3"
"77",0.259604654741978,0,"3"
"78",0.294916770007143,0,"3"
"79",0.278374839018963,0,"3"
"80",0.291697728618907,0,"3"
"81",0.270995434884724,0,"3"
"82",0.313455147417106,0,"3"
"83",0.28442393312186,0,"3"
"84",0.281189088423641,0,"3"
"85",0.296009639904441,0,"3"
"86",0.279159021553763,0,"3"
"87",0.260733406683417,0,"3"
"88",0.289122587697912,0,"3"
"89",0.268001682367699,0,"3"
"90",0.311982610568452,0,"3"
"91",0.241659059300613,0,"4"
"92",0.300809738083124,0,"4"
"93",0.307094704952559,0,"4"
"94",0.264161148601569,0,"4"
"95",0.307772572162801,0,"4"
"96",0.285452256269235,0,"4"
"97",0.348654991801165,0,"4"
"98",0.261401073348778,0,"4"
"99",0.225433805902177,0,"4"
"100",0.335331775161495,0,"4"
"101",0.282680345928129,0,"4"
"102",0.254351343027615,0,"4"
"103",0.287060863631301,0,"4"
"104",0.297690060381717,0,"4"
"105",0.25834277365175,0,"4"
"106",0.31033583898538,0,"4"
"107",0.268912578658019,0,"4"
"108",0.26092374453048,0,"4"
"109",0.265795500382003,0,"4"
"110",0.274062779971955,0,"4"
"111",0.278437210566053,0,"4"
"112",0.224531291355318,0,"4"
"113",0.26201315338354,0,"4"
"114",0.272092585151823,0,"4"
"115",0.263180213920998,0,"4"
"116",0.229076257781321,0,"4"
"117",0.274508449873899,0,"4"
"118",0.333022492165302,0,"4"
"119",0.252580639073411,0,"4"
"120",0.307437233780297,0,"4"
