"","Results","on","group"
"1",0.30583422012311,0,"1"
"2",0.294476734027422,0,"1"
"3",0.2606395569275,0,"1"
"4",0.251931155504412,0,"1"
"5",0.277941901017477,0,"1"
"6",0.302955268776464,0,"1"
"7",0.291527909007032,0,"1"
"8",0.342793443470692,0,"1"
"9",0.28079859096793,0,"1"
"10",0.261045996305506,0,"1"
"11",0.232760381073163,0,"1"
"12",0.289668471000343,0,"1"
"13",0.253023153776053,0,"1"
"14",0.271138443901346,0,"1"
"15",0.294401585039007,0,"1"
"16",0.254296382188228,0,"1"
"17",0.273773045377802,0,"1"
"18",0.329902778877915,0,"1"
"19",0.304354515472016,0,"1"
"20",0.265562799028083,0,"1"
"21",0.274207218633547,0,"1"
"22",0.285960382470778,0,"1"
"23",0.305534824009679,0,"1"
"24",0.296553917608314,0,"1"
"25",0.297427976673548,0,"1"
"26",0.279099579773435,0,"1"
"27",0.278915881630312,0,"1"
"28",0.291868174693783,0,"1"
"29",0.236574548712779,0,"1"
"30",0.328548815958536,0,"1"
"31",0.276509743118581,0,"2"
"32",0.299743774019853,0,"2"
"33",0.323260083306103,0,"2"
"34",0.340971544702093,0,"2"
"35",0.266959744137771,0,"2"
"36",0.28207535053731,0,"2"
"37",0.237415676333269,0,"2"
"38",0.292349880418084,0,"2"
"39",0.282633007772536,0,"2"
"40",0.299927183676051,0,"2"
"41",0.289913851084197,0,"2"
"42",0.232162962437776,0,"2"
"43",0.256538745511391,0,"2"
"44",0.257821524908052,0,"2"
"45",0.30810830214825,0,"2"
"46",0.243013018857663,0,"2"
"47",0.308491619973264,0,"2"
"48",0.328696024186964,0,"2"
"49",0.268817657882314,0,"2"
"50",0.280137001164484,0,"2"
"51",0.317542314636136,0,"2"
"52",0.243980709397087,0,"2"
"53",0.250186532307092,0,"2"
"54",0.308714504152482,0,"2"
"55",0.23207665914147,0,"2"
"56",0.259469313063217,0,"2"
"57",0.307535816715105,0,"2"
"58",0.289949198277404,0,"2"
"59",0.288923446371144,0,"2"
"60",0.257302398924456,0,"2"
"61",0.336611766658263,0,"3"
"62",0.327412660587032,0,"3"
"63",0.285337005783284,0,"3"
"64",0.249843887544893,0,"3"
"65",0.246221126133664,0,"3"
"66",0.298768403186186,0,"3"
"67",0.277118716718121,0,"3"
"68",0.276020926510537,0,"3"
"69",0.275418699612075,0,"3"
"70",0.327393470790287,0,"3"
"71",0.299622031763706,0,"3"
"72",0.276236328106615,0,"3"
"73",0.21139354833934,0,"3"
"74",0.321728992318057,0,"3"
"75",0.302207168594636,0,"3"
"76",0.288710738271749,0,"3"
"77",0.291161886929124,0,"3"
"78",0.261151542937101,0,"3"
"79",0.281801850769533,0,"3"
"80",0.225246440518331,0,"3"
"81",0.282531369498156,0,"3"
"82",0.270900365113032,0,"3"
"83",0.249620507205201,0,"3"
"84",0.319065980563092,0,"3"
"85",0.266413070960523,0,"3"
"86",0.330428032728153,0,"3"
"87",0.298651975984739,0,"3"
"88",0.260340942344621,0,"3"
"89",0.310161335769804,0,"3"
"90",0.34971375978129,0,"3"
"91",0.738674263389453,1,"4"
"92",0.745495343662496,1,"4"
"93",0.794956874355091,1,"4"
"94",0.656087087322828,1,"4"
"95",0.709960724658709,1,"4"
"96",0.680691508373982,1,"4"
"97",0.720383697342125,1,"4"
"98",0.799745328758841,1,"4"
"99",0.714355525559411,1,"4"
"100",0.650209945619526,1,"4"
"101",0.723310150069994,1,"4"
"102",0.723266122566192,1,"4"
"103",0.633724008865469,1,"4"
"104",0.661225231730126,1,"4"
"105",0.611088863963346,1,"4"
"106",0.710635086976737,1,"4"
"107",0.675724791038136,1,"4"
"108",0.825562811691757,1,"4"
"109",0.653674892247632,1,"4"
"110",0.786296297000465,1,"4"
"111",0.74849174500252,1,"4"
"112",0.838412112169694,1,"4"
"113",0.677438154729584,1,"4"
"114",0.698048965731426,1,"4"
"115",0.786448413695327,1,"4"
"116",0.790932477384861,1,"4"
"117",0.749148628197558,1,"4"
"118",0.639384442402265,1,"4"
"119",0.665961373889861,1,"4"
"120",0.88257959604605,1,"4"
